Starting Coordinate; End Coordinate; True Distance(km) 
[52.499981, 4.29999];[53.499981, 4.89999];118.22101930283365
[53.499981, 4.89999];[57.949989, 8.05];532.5446079663051
[53.499981, 4.89999];[53.89999, 8.24999];269.57131341522773
[20.0, 150.000015];[17.78916, 151.853867];313.79168407749324
[20.0, 150.000015];[17.824923, 151.913062];314.61855470094264
[20.0, 150.000015];[16.66881, 149.999466];370.4119438540713
[20.0, 150.000015];[17.966454, 152.147323];319.5325662800601
[20.0, 150.000015];[16.108867, 146.841226];910.1042797213142
[20.0, 150.000015];[18.066956, 141.576138];1342.9819309764098
[17.78916, 151.853867];[16.017886, 153.339131];252.50601784305567
[17.78916, 151.853867];[16.66881, 149.999466];233.03662838678417
[16.017886, 153.339131];[14.649816, 154.486297];195.63711880845733
[16.017886, 153.339131];[15.068888, 149.999202];588.6961608059388
[14.649816, 154.486297];[10.011929, 158.375296];666.57045459853
[14.649816, 154.486297];[10.00001, 150.000015];648.2336267359836
[10.011929, 158.375296];[9.133208, 159.112129];126.78422528549626
[10.011929, 158.375296];[10.00924, 158.741609];40.11319473939946
[9.133208, 159.112129];[9.131284, 159.113742];0.27772084420540494
[9.133208, 159.112129];[9.340233, 159.324189];32.735597087801686
[9.131284, 159.113742];[8.074488, 159.999896];152.64505436906097
[9.131284, 159.113742];[7.173313, 157.1222];510.13628685938977
[8.074488, 159.999896];[8.074475, 159.999906];0.0018170347565709094
[8.074488, 159.999896];[6.676037, 159.999838];260.57410662103695
[8.074475, 159.999906];[4.407108, 163.075097];530.8478660977783
[8.074475, 159.999906];[6.676037, 159.999838];155.49942579241835
[4.407108, 163.075097];[0.53437, 166.322498];561.728659020526
[4.407108, 163.075097];[4.760274, 163.323773];40.69036882400902
[0.53437, 166.322498];[-0.212024, 166.94837];108.31172098799263
[0.53437, 166.322498];[0.553373, 166.547333];25.08856133827295
[-0.212024, 166.94837];[-2.92289, 168.368758];340.27166141922584
[-0.212024, 166.94837];[-2.860542, 168.442085];42.755067894357836
[-2.860542, 168.442085];[-2.888392, 168.457341];3.5299538411051805
[-2.860542, 168.442085];[1.1, 173.100006];679.7317380017571
[-2.888392, 168.457341];[-7.162533, 170.798763];541.3942495487001
[-2.888392, 168.457341];[1.1, 173.100006];408.76291368503394
[-7.162533, 170.798763];[-8.499283, 171.531049];169.1175601110857
[-7.162533, 170.798763];[-4.45207, 171.561768];312.9843279116878
[-7.162533, 170.798763];[-14.50584, -175.890411];1665.7658092172871
[-7.162533, 170.798763];[-12.798694, -173.658682];1813.7712890478433
[-7.162533, 170.798763];[-11.63368, -175.816116];1550.6362633143954
[-7.162533, 170.798763];[-14.357706, -170.771619];2165.527228051719
[-7.162533, 170.798763];[-14.36573, -170.75676];2167.3350470126416
[-7.162533, 170.798763];[-14.39999, -170.700012];2174.3734870740354
[-7.162533, 170.798763];[-13.77725, -171.754608];2044.0503402393956
[-7.162533, 170.798763];[-14.73458, -171.667786];2089.8873315308815
[-7.162533, 170.798763];[-14.35031, -170.692505];2173.2939937594324
[-7.162533, 170.798763];[-2e-05, -180.0];1292.67646842453
[-7.162533, 170.798763];[2.51185, -172.476044];2144.0489172051957
[-7.162533, 170.798763];[1.033799, -171.019073];2213.466163054765
[-7.162533, 170.798763];[2.51201, -177.523682];1681.5268820409813
[-7.162533, 170.798763];[2.697968, -170.000132];2395.7039188159506
[-7.162533, 170.798763];[-2.51188, -177.523956];1393.3185743123122
[-7.162533, 170.798763];[-5.01902, -175.038376];1585.4431826696205
[-7.162533, 170.798763];[-7.5167, -172.53363];1840.634246517289
[-7.162533, 170.798763];[-2e-05, -174.999985];1764.5064675628087
[-7.162533, 170.798763];[-2e-05, -171.651607];2103.3384360435416
[-7.162533, 170.798763];[2.48897, -170.128738];2372.4647129374493
[-7.162533, 170.798763];[-0.67261, -172.063126];2033.1860516995139
[-7.162533, 170.798763];[-3.83334, -174.0];1723.9428796949323
[-8.499283, 171.531049];[-9.752525, 172.217588];158.43152148505933
[-8.499283, 171.531049];[-8.625775, 171.402002];19.97930948531003
[-8.499283, 171.531049];[-14.50584, -175.890411];1523.9576902262459
[-8.499283, 171.531049];[-12.798694, -173.658682];1688.2553671030385
[-8.499283, 171.531049];[-11.63368, -175.816116];1429.3726204620277
[-8.499283, 171.531049];[-14.357706, -170.771619];2035.9000313801596
[-8.499283, 171.531049];[-14.36573, -170.75676];2037.6898610761227
[-8.499283, 171.531049];[-14.39999, -170.700012];2044.6401059481223
[-8.499283, 171.531049];[-13.77725, -171.754608];1915.969336627197
[-8.499283, 171.531049];[-14.73458, -171.667786];1956.5614163664945
[-8.499283, 171.531049];[-14.35031, -170.692505];2043.8454081550396
[-8.499283, 171.531049];[-2e-05, -180.0];1328.7787965197492
[-8.499283, 171.531049];[1.033799, -171.019073];2204.518402268573
[-8.499283, 171.531049];[-2.51188, -177.523956];1381.266205692119
[-8.499283, 171.531049];[-5.01902, -175.038376];1533.561199001188
[-8.499283, 171.531049];[-7.5167, -172.53363];1759.952613937824
[-8.499283, 171.531049];[-2e-05, -174.999985];1764.925824857371
[-8.499283, 171.531049];[-2e-05, -171.651607];2088.631401928387
[-8.499283, 171.531049];[-17.71505, -173.056183];1955.7648551476095
[-8.499283, 171.531049];[-0.67261, -172.063126];2014.4129916108343
[-8.499283, 171.531049];[-3.83334, -174.0];1682.0158133858827
[-9.752525, 172.217588];[-12.457194, 173.699236];341.43653192226236
[-9.752525, 172.217588];[-9.48025, 174.657211];269.16946672201306
[-9.752525, 172.217588];[-14.50584, -175.890411];1396.6899444397282
[-9.752525, 172.217588];[-12.798694, -173.658682];1578.13622216784
[-9.752525, 172.217588];[-11.63368, -175.816116];1325.389969214455
[-9.752525, 172.217588];[-14.357706, -170.771619];1920.0943224933912
[-9.752525, 172.217588];[-14.36573, -170.75676];1921.8598673242698
[-9.752525, 172.217588];[-14.39999, -170.700012];1928.6965730577278
[-9.752525, 172.217588];[-13.77725, -171.754608];1802.1850736787476
[-9.752525, 172.217588];[-14.73458, -171.667786];1837.0664822457131
[-9.752525, 172.217588];[-19.181589, -170.096664];2170.8193189453627
[-9.752525, 172.217588];[-14.35031, -170.692505];1928.2048353886862
[-9.752525, 172.217588];[-2e-05, -180.0];1380.735541665624
[-9.752525, 172.217588];[-2.51188, -177.523956];1388.7653563216882
[-9.752525, 172.217588];[-5.01902, -175.038376];1500.7628889535554
[-9.752525, 172.217588];[-7.5167, -172.53363];1696.2689575459838
[-9.752525, 172.217588];[-2e-05, -174.999985];1779.980379861562
[-9.752525, 172.217588];[-2e-05, -171.651607];2087.199067956103
[-9.752525, 172.217588];[-17.71505, -173.056183];1818.6104264640303
[-9.752525, 172.217588];[-0.67261, -172.063126];2009.6033800705231
[-9.752525, 172.217588];[-3.83334, -174.0];1657.5350027425702
[-12.457194, 173.699236];[-13.144327, 174.075655];86.62414950342664
[-12.457194, 173.699236];[-12.595117, 173.584509];19.75579796440019
[-12.457194, 173.699236];[-20.999981, -175.5];1488.9390865281073
[-12.457194, 173.699236];[-20.951269, -175.296936];1502.4534477208629
[-12.457194, 173.699236];[-14.50584, -175.890411];1149.558216749489
[-12.457194, 173.699236];[-12.798694, -173.658682];1373.870819257804
[-12.457194, 173.699236];[-11.63368, -175.816116];1145.1629486412664
[-12.457194, 173.699236];[-14.357706, -170.771619];1694.6109974153446
[-12.457194, 173.699236];[-14.36573, -170.75676];1696.2886438288924
[-12.457194, 173.699236];[-14.39999, -170.700012];1702.7351283549092
[-12.457194, 173.699236];[-13.77725, -171.754608];1583.7798391333065
[-12.457194, 173.699236];[-14.73458, -171.667786];1603.144528624682
[-12.457194, 173.699236];[-19.181589, -170.096664];1887.1708357918565
[-12.457194, 173.699236];[-14.35031, -170.692505];1703.0344997397951
[-12.457194, 173.699236];[-2.51188, -177.523956];1464.8555108920673
[-12.457194, 173.699236];[-5.01902, -175.038376];1486.6604212313975
[-12.457194, 173.699236];[-7.5167, -172.53363];1604.767855658363
[-12.457194, 173.699236];[-17.71505, -173.056183];1537.396974321028
[-12.457194, 173.699236];[-3.83334, -174.0];1656.360409366286
[-13.243778, 174.130135];[-14.516492, 174.827341];160.28687675634046
[-13.243778, 174.130135];[-13.35035, 174.001481];18.282664294119705
[-13.243778, 174.130135];[-20.999981, -175.5];1397.1187546635542
[-13.243778, 174.130135];[-20.951269, -175.296936];1411.0689085209026
[-13.243778, 174.130135];[-14.50584, -175.890411];1087.5976440481174
[-13.243778, 174.130135];[-12.798694, -173.658682];1325.3977868597915
[-13.243778, 174.130135];[-11.63368, -175.816116];1107.3897370044106
[-13.243778, 174.130135];[-14.357706, -170.771619];1636.8647013887721
[-13.243778, 174.130135];[-14.36573, -170.75676];1638.5045405111453
[-13.243778, 174.130135];[-14.39999, -170.700012];1644.7880735742572
[-13.243778, 174.130135];[-13.77725, -171.754608];1529.0207893735364
[-13.243778, 174.130135];[-14.73458, -171.667786];1542.9384765503573
[-13.243778, 174.130135];[-19.181589, -170.096664];1808.694459314177
[-13.243778, 174.130135];[-14.35031, -170.692505];1645.35565080196
[-13.243778, 174.130135];[-5.01902, -175.038376];1497.4282789587323
[-13.243778, 174.130135];[-7.5167, -172.53363];1591.2047227428134
[-13.243778, 174.130135];[-17.71505, -173.056183];1460.7098439919916
[-13.243778, 174.130135];[-3.83334, -174.0];1669.3654201092602
[-14.516492, 174.827341];[-14.579981, 174.862121];7.990721611175464
[-14.516492, 174.827341];[-12.71899, 176.337494];258.0334829003098
[-14.516492, 174.827341];[-20.999981, -175.5];1251.1720357527001
[-14.516492, 174.827341];[-20.951269, -175.296936];1265.938995109056
[-14.516492, 174.827341];[-23.95577, -175.805176];1434.8019511305065
[-14.516492, 174.827341];[-14.50584, -175.890411];1000.4739089267465
[-14.516492, 174.827341];[-12.798694, -173.658682];1259.9644268191855
[-14.516492, 174.827341];[-11.63368, -175.816116];1063.5021570859728
[-14.516492, 174.827341];[-14.357706, -170.771619];1552.6594510495497
[-14.516492, 174.827341];[-14.36573, -170.75676];1554.2230436655886
[-14.516492, 174.827341];[-14.39999, -170.700012];1560.182731786587
[-14.516492, 174.827341];[-13.77725, -171.754608];1450.7769074274506
[-14.516492, 174.827341];[-14.73458, -171.667786];1454.9356861750036
[-14.516492, 174.827341];[-19.181589, -170.096664];1686.6603744140527
[-14.516492, 174.827341];[-14.35031, -170.692505];1561.2205197754681
[-14.516492, 174.827341];[-5.01902, -175.038376];1528.6288192231737
[-14.516492, 174.827341];[-7.5167, -172.53363];1582.5147591823504
[-14.516492, 174.827341];[-17.71505, -173.056183];1343.2079465864524
[-14.579981, 174.862121];[-18.300011, 176.899994];467.24689744021185
[-14.579981, 174.862121];[-12.47969, 176.540115];295.71233721357703
[-14.579981, 174.862121];[-20.999981, -175.5];1243.9927369805218
[-14.579981, 174.862121];[-20.951269, -175.296936];1258.8044911641355
[-14.579981, 174.862121];[-23.95577, -175.805176];1427.0699154385925
[-14.579981, 174.862121];[-14.50584, -175.890411];996.6162206533339
[-14.579981, 174.862121];[-12.798694, -173.658682];1257.158929547548
[-14.579981, 174.862121];[-11.63368, -175.816116];1061.911618191043
[-14.579981, 174.862121];[-14.357706, -170.771619];1548.7855390213008
[-14.579981, 174.862121];[-14.36573, -170.75676];1550.344791586731
[-14.579981, 174.862121];[-14.39999, -170.700012];1556.2861937522825
[-14.579981, 174.862121];[-13.77725, -171.754608];1447.2401665780194
[-14.579981, 174.862121];[-14.73458, -171.667786];1450.8819648850806
[-14.579981, 174.862121];[-19.181589, -170.096664];1680.752421182452
[-14.579981, 174.862121];[-14.35031, -170.692505];1557.3485548536548
[-14.579981, 174.862121];[-5.01902, -175.038376];1530.6174267795213
[-14.579981, 174.862121];[-7.5167, -172.53363];1582.515623012281
[-14.579981, 174.862121];[-17.71505, -173.056183];1337.590921186508
[-18.300011, 176.899994];[-18.400009, 178.699997];190.29831150486586
[-18.300011, 176.899994];[-18.1992, 172.495941];465.2010536384104
[-18.300011, 176.899994];[-20.999981, -175.5];851.1009617698757
[-18.300011, 176.899994];[-20.951269, -175.296936];869.3496920510611
[-18.300011, 176.899994];[-23.95577, -175.805176];982.6557997171266
[-18.300011, 176.899994];[-24.723026, -174.455771];1143.0369012149536
[-18.300011, 176.899994];[-26.958143, -170.524773];1607.6842616162699
[-18.300011, 176.899994];[-14.50584, -175.890411];876.9427328908093
[-18.300011, 176.899994];[-12.798694, -173.658682];1181.1696697492755
[-18.300011, 176.899994];[-11.63368, -175.816116];1075.6770212800209
[-18.300011, 176.899994];[-14.357706, -170.771619];1387.2385208544806
[-18.300011, 176.899994];[-14.36573, -170.75676];1388.4417457581233
[-18.300011, 176.899994];[-14.39999, -170.700012];1392.9130071143006
[-18.300011, 176.899994];[-13.77725, -171.754608];1312.7218122479717
[-18.300011, 176.899994];[-14.73458, -171.667786];1282.2466160083063
[-18.300011, 176.899994];[-19.181589, -170.096664];1374.399098154161
[-18.300011, 176.899994];[-14.35031, -170.692505];1395.5390160905233
[-18.300011, 176.899994];[-25.084961, -174.797226];1140.6987707423973
[-18.300011, 176.899994];[-25.51862, -177.665772];976.4970931333247
[-18.300011, 176.899994];[-27.44965, -171.856384];1533.930072817656
[-18.300011, 176.899994];[-17.71505, -173.056183];1065.4780563838722
[-10.00002, 160.0];[-5.444383, 165.388199];780.3176839621331
[-10.00002, 160.0];[-10.00002, 152.5];821.3055750196356
[-10.00002, 160.0];[-5.476113, 165.420018];951.9463619577298
[-10.00002, 160.0];[-16.699989, 146.0];1687.1982589434795
[-10.00002, 160.0];[-19.176629, 156.042368];1341.2783614855657
[-5.444383, 165.388199];[-5.476113, 165.420018];4.985303937812736
[-5.444383, 165.388199];[-2.92289, 168.368758];776.9773205176433
[-2.92289, 168.368758];[-2.860542, 168.442085];10.694653055598792
[-2.92289, 168.368758];[-2.951432, 168.383713];3.581984407969831
[6.1, -55.400009];[5.4, -51.900002];394.9678991767637
[6.1, -55.400009];[5.81348, -53.948395];57.39688538649753
[5.81348, -53.948395];[5.4, -51.900002];231.2966085926966
[5.81348, -53.948395];[6.1, -55.400009];163.67135211366192
[5.4, -51.900002];[-1e-05, -48.0];740.3041433673773
[5.4, -51.900002];[5.81348, -53.948395];80.73080176059328
[12.09999, -68.5];[12.99998, -70.0];102.23309832186268
[12.09999, -68.5];[11.99997, -61.900009];453.0222454712089
[12.99998, -70.0];[12.09999, -68.5];191.1032543778975
[12.99998, -70.0];[11.99997, -61.900009];886.336274608958
[11.99997, -87.599998];[12.69999, -88.099998];94.91319827870159
[11.99997, -87.599998];[11.1, -86.800003];201.7090159260009
[14.99998, -18.0];[14.305563, -17.82156];79.56611327320064
[14.99998, -18.0];[20.99999, -18.0];667.1715933519994
[14.99998, -18.0];[10.99999, -16.99999];457.7793224934205
[14.305563, -17.82156];[10.99999, -16.99999];261.7785699007827
[14.305563, -17.82156];[14.99998, -18.0];56.42536740799862
[10.99999, -16.99999];[14.305563, -17.82156];378.21367282434767
[10.99999, -16.99999];[8.49998, -14.50001];390.2873170316511
[10.99999, -16.99999];[8.49998, -14.50001];390.2873170316511
[-6.00003, 11.0];[-1e-05, 8.0];745.6482979168512
[-6.00003, 11.0];[-5.80001, 13.69999];299.46187369371506
[-6.00003, 11.0];[-5.80001, 13.69999];299.46187369371506
[-6.00003, 11.0];[-9.00002, 12.0];351.3248305037292
[35.999989, -4.7];[35.949989, -5.74999];113.78605347476233
[35.949989, -5.74999];[35.39484, -13.951874];743.2289374162089
[35.949989, -5.74999];[35.999989, -4.7];94.64866323866718
[35.949989, -5.74999];[31.79999, -10.1];634.6863819851505
[35.949989, -5.74999];[35.64442, -13.634213];791.5210301610958
[49.950008, -1.3];[49.604685, -2.485292];93.36975747815049
[49.950008, -1.3];[50.099979, -3.99999];193.5897682855817
[49.950008, -1.3];[49.89999, 0.09999];100.37278252978602
[49.950008, -1.3];[50.26274, -0.343372];76.57387405622514
[49.604685, -2.485292];[48.666691, -5.5];20.186312018320073
[49.604685, -2.485292];[49.950008, -1.3];7.626838159085519
[48.666691, -5.5];[49.604685, -2.485292];242.8378051055949
[48.666691, -5.5];[43.89999, -8.5];577.8805965583396
[48.666691, -5.5];[49.749989, -6.58331];143.88246437341698
[48.666691, -5.5];[49.950008, -1.3];336.20551337384745
[48.666691, -5.5];[43.402321, -10.063994];992.9010960562687
[63.599991, -53.200001];[61.099972, -64.500008];644.812826913466
[63.599991, -53.200001];[69.0, -54.200001];110.54137774977507
[69.0, -54.200001];[63.599991, -53.200001];602.0951565625028
[16.568413, -62.092593];[15.19997, -61.60001];146.97007580072736
[16.568413, -62.092593];[17.0, -62.249989];46.240675376490415
[59.799999, 24.699989];[60.29998, 28.0];50.1903514732055
[60.29998, 28.0];[59.799999, 24.699989];191.42156970219537
[60.29998, 28.0];[60.099979, 29.4];80.4966977301075
[-18.400009, 178.699997];[-18.380569, 178.426331];28.957013848078816
[-18.400009, 178.699997];[-20.999981, -175.5];672.677928628027
[-18.400009, 178.699997];[-20.951269, -175.296936];689.8390998028154
[-18.400009, 178.699997];[-23.95577, -175.805176];838.8054039246413
[-18.400009, 178.699997];[-24.723026, -174.455771];995.9307408601303
[-18.400009, 178.699997];[-26.958143, -170.524773];1456.1255039933765
[-18.400009, 178.699997];[-14.50584, -175.890411];720.5945641411337
[-18.400009, 178.699997];[-12.798694, -173.658682];1027.1376940657672
[-18.400009, 178.699997];[-11.63368, -175.816116];952.805674437223
[-18.400009, 178.699997];[-14.357706, -170.771619];1210.053543918426
[-18.400009, 178.699997];[-14.36573, -170.75676];1211.1798079140212
[-18.400009, 178.699997];[-14.39999, -170.700012];1215.3403648561466
[-18.400009, 178.699997];[-13.77725, -171.754608];1141.804118934361
[-18.400009, 178.699997];[-14.73458, -171.667786];1104.8552500747537
[-18.400009, 178.699997];[-19.181589, -170.096664];1184.0449727346022
[-18.400009, 178.699997];[-14.35031, -170.692505];1218.2256053639692
[-18.400009, 178.699997];[-25.084961, -174.797226];999.8032265602837
[-18.400009, 178.699997];[-25.51862, -177.665772];872.9118694645947
[-18.400009, 178.699997];[-27.44965, -171.856384];1392.6587764723872
[-18.400009, 178.699997];[-17.71505, -173.056183];875.9854962489983
[-18.380569, 178.426331];[-18.300011, 176.899994];161.34844007762794
[-18.380569, 178.426331];[-20.999981, -175.5];699.6349638400741
[-18.380569, 178.426331];[-20.951269, -175.296936];716.9962642507353
[-18.380569, 178.426331];[-23.95577, -175.805176];859.9340909208786
[-18.380569, 178.426331];[-24.723026, -174.455771];1017.7819827300399
[-18.380569, 178.426331];[-26.958143, -170.524773];1478.981624946725
[-18.380569, 178.426331];[-14.50584, -175.890411];742.996518477806
[-18.380569, 178.426331];[-12.798694, -173.658682];1049.4416313222891
[-18.380569, 178.426331];[-11.63368, -175.816116];969.6312321101238
[-18.380569, 178.426331];[-14.357706, -170.771619];1236.5288295968955
